rank,full_name,url,description,stars,forks,language,created_at,updated_at,last_commit_date,open_issues,topics,license,readme_summary,has_readme,top_contributor,contributor_count,recent_commits,activity_score,id
365,ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,48472,7611,Java,2013-01-08,2025-12-04,2025-12-04,14,"flow, java, reactive-streams",Apache License 2.0,<a href='https://github.com/ReactiveX/RxJava/actions?query=workflow%3ASnapshot'><img src='https://github.com/ReactiveX/RxJava/workflows/Snapshot/badge.svg'></a> [![codecov.io](http://codecov.io/github/ReactiveX/RxJava/coverage.svg?branch=3.x)](https://codecov.io/gh/ReactiveX/RxJava/branch/3.x) [![Maven Central](https://maven-badges.sml.io/sonatype-central/io.reactivex.rxjava3/rxjava/badge.svg)](ht...,True,benjchristensen,3,5,95.0,7508411
366,iamkun/dayjs,https://github.com/iamkun/dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,48417,2400,JavaScript,2018-04-10,2025-11-20,2025-11-20,1173,"date, date-formatting, datetime",MIT License,"<div align=""center""> <a href=""https://go.warp.dev/dayjs"" target=""_blank""> <img alt=""Warp sponsorship"" width=""400"" src=""https://github.com/warpdotdev/brand-assets/blob/main/Github/Sponsor/Warp-Github-LG-02.png"">...",True,iamkun,3,5,75.0,128907699
367,huginn/huginn,https://github.com/huginn/huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!,48260,4211,Ruby,2013-03-10,2025-12-03,2025-11-02,694,"agent, automation, feed",MIT License,"![Huginn](https://raw.github.com/huginn/huginn/master/media/huginn-logo.png ""Your agents are standing by."") ----- Huginn is a system for building agents that perform automated tasks for you online.  They can read the web, watch for events, and take actions on your behalf.  Huginn's Agents create and consume events, propagating them along a directed graph.  Think of it as a hackable version of IFTT...",True,knu,3,5,85.0,8681349
368,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,48258,7561,JavaScript,2016-05-15,2024-06-09,2023-11-18,77,"algorithm, animation, data-structure",MIT License,"Welcome to Algorithm Visualizer, an interactive online platform designed to bring algorithms to life through visualization. Whether you're a student, teacher, or professional, our platform provides an engaging way to explore and understand various algorithms. [![GitHub contributors](https://img.shields.io/github/contributors/algorithm-visualizer/algorithm-visualizer.svg?style=flat-square)](https:/...",True,64json,3,5,55.0,58836534
369,jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,48234,1529,Go,2019-05-18,2025-11-15,2025-11-15,245,,MIT License,"<div align=""center""> <sup>Special thanks to:</sup> <br>...",True,jesseduffield,3,5,85.0,187335810
370,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,48139,6760,Python,2024-03-11,2025-06-11,2025-05-16,217,"ai, automation, chatgpt",MIT License,"<div align=""center""> <h1 align=""center"">MoneyPrinterTurbo 💸</h1> <p align=""center"">...",True,harry0703,3,5,70.0,770153867
371,coollabsio/coolify,https://github.com/coollabsio/coolify,"An open-source, self-hostable PaaS alternative to Vercel, Heroku & Netlify that lets you easily deploy static sites, databases, full-stack applications and 280+ one-click services on your own servers.",48111,3253,PHP,2021-01-25,2025-12-05,2025-11-28,778,"coolify, databases, deployment",Apache License 2.0,"<div align=""center""> An open-source & self-hostable Heroku / Netlify / Vercel alternative. ![Latest Release Version](https://img.shields.io/badge/dynamic/json?labelColor=grey&color=6366f1&label=Latest%20released%20version&url=https%3A%2F%2Fcdn.coollabs.io%2Fcoolify%2Fversions.json&query=coolify.v4.version&style=for-the-badge...",True,andrasbacsai,3,5,85.0,332880689
372,moment/moment,https://github.com/moment/moment,"Parse, validate, manipulate, and display dates in javascript.",48096,7042,JavaScript,2011-03-01,2024-08-14,2024-02-18,303,,MIT License,[![NPM version][npm-version-image]][npm-url] [![NPM downloads][npm-downloads-image]][npm-downloads-url] [![MIT License][license-image]][license-url]...,True,ichernev,3,5,55.0,1424470
373,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,48073,7239,C++,2013-07-04,2025-12-03,2025-12-03,99,"bson, cbor, header-only",MIT License,[![JSON for Modern C++](docs/mkdocs/docs/images/json.gif)](https://github.com/nlohmann/json/releases) [![Build Status](https://ci.appveyor.com/api/projects/status/1acb366xfyg3qybk/branch/develop?svg=true)](https://ci.appveyor.com/project/nlohmann/json) [![Ubuntu](https://github.com/nlohmann/json/workflows/Ubuntu/badge.svg)](https://github.com/nlohmann/json/actions?query=workflow%3AUbuntu)...,True,nlohmann,3,5,95.0,11171548
374,JuliaLang/julia,https://github.com/JuliaLang/julia,The Julia Programming Language,48044,5681,Julia,2011-04-21,2025-12-06,2025-12-06,4911,"hacktoberfest, hpc, julia",MIT License,"<a name=""logo""/> <div align=""center""> <a href=""https://julialang.org/"" target=""_blank"">...",True,JeffBezanson,3,5,80.0,1644196
375,2dust/v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",47876,6671,Kotlin,2019-05-15,2025-12-03,2025-12-06,11,"android, proxy, shadowsocks",GNU General Public License v3.0,"A V2Ray client for Android, support [Xray core](https://github.com/XTLS/Xray-core) and [v2fly core](https://github.com/v2fly/v2ray-core) [![API](https://img.shields.io/badge/API-21%2B-yellow.svg?style=flat)](https://developer.android.com/about/versions/lollipop) [![Kotlin Version](https://img.shields.io/badge/Kotlin-2.2.0-blue.svg)](https://kotlinlang.org)...",True,2dust,3,5,95.0,186733095
376,pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, an",47692,1223,Jupyter Notebook,2023-07-19,2025-10-23,2025-10-23,6,"chatbot, hugging-face, llm",MIT License,"<div align=""center""> <a href=""https://trendshift.io/repositories/4400"" target=""_blank""><img src=""https://trendshift.io/api/badge/repositories/4400"" alt=""pathwaycom%2Fllm-app | Trendshift"" style=""width: 250px; height: 55px;"" width=""250"" height=""55""/></a> ![Linux](https://img.shields.io/badge/Linux-FCC624?style=for-the-badge&logo=linux&logoColor=black)...",True,berkecanrizai,3,5,75.0,668195240
377,dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,:iphone: Collaborative List of Open-Source iOS Apps,47678,5668,未知,2015-01-26,2025-12-04,2025-12-04,0,"app, apple, apple-tv",Creative Commons Zero v1.0 Universal,"<!-- ⚠️ This README is generated, please do not update. To contribute, make changes to contents.json ⚠️ https://github.com/dkhamsing/open-source-ios-apps -->...",True,READMEbot,3,5,85.0,29887499
378,odoo/odoo,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business.,47664,30634,Python,2014-05-13,2025-12-06,2025-12-06,8946,"apps, business, erp",Other,[![Build Status](https://runbot.odoo.com/runbot/badge/flat/1/master.svg)](https://runbot.odoo.com/runbot) [![Tech Doc](https://img.shields.io/badge/master-docs-875A7B.svg?style=flat&colorA=8F8F8F)](https://www.odoo.com/documentation/master) [![Help](https://img.shields.io/badge/master-help-875A7B.svg?style=flat&colorA=8F8F8F)](https://www.odoo.com/forum/help-1)...,True,tde-banana-odoo,3,5,80.0,19745004
379,TanStack/query,https://github.com/TanStack/query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",47663,3586,TypeScript,2019-09-10,2025-12-05,2025-12-05,135,"async, cache, data",MIT License,"<img referrerpolicy=""no-referrer-when-downgrade"" src=""https://static.scarf.sh/a.png?x-pxid=be2d8a11-9712-4c1d-9963-580b2d4fb133"" /> <div align=""center""> <img src=""./media/header_query.png"" alt=""TanStack Query"" />...",True,tannerlinsley,3,5,95.0,207645083
380,dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,Free universal database tool and SQL client,47626,3961,Java,2015-10-21,2025-12-06,2025-12-05,3233,"ai, copilot, database",Apache License 2.0,[![Twitter URL](https://img.shields.io/twitter/url/https/twitter.com/dbeaver_news.svg?style=social&label=Follow%20%40dbeaver_news)](https://twitter.com/dbeaver_news) [![Codacy Badge](https://app.codacy.com/project/badge/Grade/fa0bb9cf5a904c7d87424f8f6351ba92)](https://app.codacy.com/gh/dbeaver/dbeaver/dashboard?utm_source=gh&utm_medium=referral&utm_content=&utm_campaign=Badge_grade) [![Apache 2.0]...,True,serge-rider,3,5,85.0,44662669
381,lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,一个基于 electron 的音乐软件,47525,6526,TypeScript,2019-08-14,2025-11-29,2025-11-29,1031,"electron, javascript, music-player",Apache License 2.0,"<p align=""center""><a href=""https://github.com/lyswhut/lx-music-desktop""><img width=""200"" src=""https://github.com/lyswhut/lx-music-desktop/blob/master/doc/images/icon.png"" alt=""lx-music logo""></a></p> <h1 align=""center"">LX Music 桌面版</h1> <p align=""center"">...",True,lyswhut,3,5,75.0,202367615
382,minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,47517,2163,Python,2015-08-08,2024-04-18,2021-04-17,108,,MIT License,The Big List of Naughty Strings is an evolving list of strings which have a high probability of causing issues when used as user-input data. This is intended for use in helping both automated and manual QA testing; useful for whenever your QA engineer [walks into a bar](http://www.sempf.net/post/On-Testing1). Even multi-billion dollar companies with huge amounts of automated testing can't find eve...,True,minimaxir,3,5,55.0,40416236
383,termux/termux-app,https://github.com/termux/termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,47481,5605,Java,2015-10-23,2025-11-20,2025-09-24,478,"android, hacktoberfest, linux",Other,[![Build status](https://github.com/termux/termux-app/workflows/Build/badge.svg)](https://github.com/termux/termux-app/actions) [![Testing status](https://github.com/termux/termux-app/workflows/Unit%20tests/badge.svg)](https://github.com/termux/termux-app/actions) [![Join the chat at https://gitter.im/termux/termux](https://badges.gitter.im/termux/termux.svg)](https://gitter.im/termux/termux)...,True,agnostic-apollo,3,5,75.0,44804216
384,x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.,47299,2632,C++,2015-04-11,2025-12-02,2025-12-02,612,"binary-analysis, ctf, cybersecurity",Other,"<img width=""100"" src=""https://github.com/x64dbg/x64dbg/raw/development/src/bug_black.png""/> [![Crowdin](https://d322cqt584bo4o.cloudfront.net/x64dbg/localized.svg)](https://translate.x64dbg.com) [![Download x64dbg](https://img.shields.io/sourceforge/dm/x64dbg.svg)](https://sourceforge.net/projects/x64dbg/files/latest/download) [![Ask DeepWiki](https://deepwiki.com/badge.svg)](https://deepwiki.com/...",True,mrexodia,3,5,85.0,33791743
385,gogs/gogs,https://github.com/gogs/gogs,Gogs is a painless self-hosted Git service,47289,5065,Go,2014-02-12,2025-12-04,2025-12-04,994,"docker, git, go",MIT License,![gogs-brand](https://user-images.githubusercontent.com/2946214/146899259-6a8b58ad-8d6e-40d2-ab02-79dc6aadabbf.png) [![GitHub Workflow Status](https://img.shields.io/github/checks-status/gogs/gogs/main?logo=github&style=for-the-badge)](https://github.com/gogs/gogs/actions?query=branch%3Amain) [![Sourcegraph](https://img.shields.io/badge/view%20on-Sourcegraph-brightgreen.svg?style=for-the-badge&log...,True,unknwon,3,5,85.0,16752620
386,pandas-dev/pandas,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",47264,19363,Python,2010-08-24,2025-12-05,2025-12-05,3570,"alignment, data-analysis, data-science","BSD 3-Clause ""New"" or ""Revised"" License","<picture align=""center""> <source media=""(prefers-color-scheme: dark)"" srcset=""https://pandas.pydata.org/static/img/pandas_white.svg""> <img alt=""Pandas Logo"" src=""https://pandas.pydata.org/static/img/pandas.svg"">...",True,jbrockmendel,3,5,85.0,858127
387,hashicorp/terraform,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amo",47211,10133,Go,2014-03-13,2025-12-05,2025-12-05,1916,"cloud, cloud-management, graph",Other,- Website: https://developer.hashicorp.com/terraform - Forums: [HashiCorp Discuss](https://discuss.hashicorp.com/c/terraform-core) - Documentation: [https://developer.hashicorp.com/terraform/docs](https://developer.hashicorp.com/terraform/docs)...,True,jbardin,3,5,85.0,17728164
388,lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,Focus on prompting and generating,47183,7659,Python,2023-08-09,2025-12-01,2025-09-02,271,,GNU General Public License v3.0,"<div align=center> <img src=""https://github.com/lllyasviel/Fooocus/assets/19834515/483fb86d-c9a2-4c20-997c-46dafc124f25""> </div>...",True,lllyasviel,3,5,95.0,676676006
389,type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,Collection of TypeScript type challenges with online judge,47178,5157,TypeScript,2020-07-23,2025-12-03,2025-11-27,32894,"challenges, type, type-system",MIT License,<p align='center'> <img src='./screenshots/logo.svg' width='400'/> </p>...,True,antfu,3,5,80.0,281975310
390,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,"Build AI Agents, Visually",47121,23252,TypeScript,2023-03-31,2025-12-05,2025-12-05,709,"agentic-ai, agentic-workflow, agents",Other,"<!-- markdownlint-disable MD030 --> <p align=""center""> <img src=""https://github.com/FlowiseAI/Flowise/blob/main/images/flowise_white.svg#gh-light-mode-only"">...",True,HenryHengZJ,3,5,85.0,621803253
391,karan/Projects,https://github.com/karan/Projects,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,47120,10685,未知,2013-07-04,2024-08-14,2020-11-24,105,,MIT License,"Mega Project List ======== A list of practical projects that anyone can solve in any programming language (See [solutions](https://github.com/thekarangoel/Projects-Solutions)). These projects are divided in multiple categories, and each category has its own folder....",True,dbonadiman,3,5,55.0,11177928
392,kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,An ultra-simplified explanation to design patterns,47084,5471,未知,2017-02-16,2024-12-02,2024-12-02,16,"architecture, computer-science, design-patterns",无,"<br> <p align=""center""> <img src=""./.github/banner.svg"" height=""150px"" />...",True,kamranahmedse,3,5,55.0,82227585
393,Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,all of the workflows of n8n i could find (also from the site itself),47025,5247,Python,2025-05-14,2025-12-05,2025-12-05,7,,MIT License,"<div align=""center""> ![n8n Workflows](https://img.shields.io/badge/n8n-Workflows-orange?style=for-the-badge&logo=n8n) ![Workflows](https://img.shields.io/badge/Workflows-4343+-blue?style=for-the-badge)...",True,Zie619,3,5,95.0,983345476
394,serverless/serverless,https://github.com/serverless/serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services.",46901,5741,JavaScript,2015-04-21,2025-12-03,2025-08-28,1229,"aws, aws-dynamodb, aws-lambda",MIT License,"[![Serverless Framework AWS Lambda AWS DynamoDB AWS API Gateway](https://github.com/serverless/serverless/assets/2752551/66a8c6a9-bc4a-4116-b139-90c12963337e)](https://serverless.com) <br/> <div align=""center"">...",True,medikoo,3,5,85.0,34302698
395,usememos/memos,https://github.com/usememos/memos,"An open-source, self-hosted note-taking service. Your thoughts, your data, your control — no tracking, no ads, no subscription fees.",46884,3363,Go,2021-12-08,2025-12-02,2025-12-02,47,"docker, foss, go",MIT License,"<img align=""right"" height=""96px"" src=""https://raw.githubusercontent.com/usememos/.github/refs/heads/main/assets/logo-rounded.png"" alt=""Memos"" /> An open-source, self-hosted note-taking service. Your thoughts, your data, your control — no tracking, no ads, no subscription fees. [![Home](https://img.shields.io/badge/🏠-usememos.com-blue?style=flat-square)](https://www.usememos.com)...",True,boojack,3,5,95.0,436297812
396,typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,Cheatsheets for experienced React developers getting started with TypeScript,46826,4270,JavaScript,2018-06-02,2025-10-28,2025-10-28,0,"cheatsheet, guide, react",MIT License,"Cheatsheet for using React with TypeScript. --- <a href=""https://github.com/typescript-cheatsheets/react/issues/81"">...",True,swyxio,3,5,65.0,135786093
397,square/okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",46786,9259,Kotlin,2012-07-23,2025-12-05,2025-12-05,79,"android, graalvm, java",Apache License 2.0,OkHttp ====== See the [project website][okhttp] for documentation and APIs....,True,swankjesse,3,5,95.0,5152285
398,v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,A platform for building proxies to bypass network restrictions.,46729,8904,Go,2015-09-04,2025-10-06,2023-02-24,7,"golang, http-proxy, proxy",MIT License,"*** [![GitHub Test Badge][1]][2] [![codecov.io][3]][4] [![GoDoc][5]][6] [![codebeat][7]][8] [![Downloads][9]][10] [![Downloads][11]][12] [1]: https://github.com/v2fly/v2ray-core/workflows/Test/badge.svg ""GitHub Test Badge""...",True,DarienRaymond,3,5,75.0,41912791
399,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML,46707,1548,JavaScript,2020-04-13,2025-12-05,2025-11-16,645,"hateoas, html, htmx",Other,"[![</> htmx](https://raw.githubusercontent.com/bigskysoftware/htmx/master/www/static/img/htmx_logo.1.png ""high power tools for HTML"")](https://htmx.org) *high power tools for HTML* [![Discord](https://img.shields.io/discord/725789699527933952)](https://htmx.org/discord)...",True,1cg,3,5,85.0,255378816
400,slab/quill,https://github.com/slab/quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility,46556,3601,TypeScript,2012-07-30,2025-07-25,2025-07-25,610,"editor, quill, rich-text-editor","BSD 3-Clause ""New"" or ""Revised"" License","<h1 align=""center""> <a href=""https://quilljs.com/"" title=""Quill"">Quill Rich Text Editor</a> </h1>...",True,jhchen,3,5,60.0,5239185
401,kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,Bootstrap Kubernetes the hard way. No scripts.,46554,15337,未知,2016-07-07,2025-04-10,2025-04-10,35,,Apache License 2.0,"This tutorial walks you through setting up Kubernetes the hard way. This guide is not for someone looking for a fully automated tool to bring up a Kubernetes cluster. Kubernetes The Hard Way is optimized for learning, which means taking the long route to ensure you understand each task required to bootstrap a Kubernetes cluster. > The results of this tutorial should not be viewed as production rea...",True,kelseyhightower,3,5,70.0,62812261
402,serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,46517,2436,未知,2017-11-03,2025-12-04,2025-12-04,127,"applications, apps, awesome",Creative Commons Zero v1.0 Universal,"<div align=""center""> <a href=""https://vshymanskyy.github.io/StandWithUkraine""> <img src=""https://raw.githubusercontent.com/vshymanskyy/StandWithUkraine/main/banner2-direct.svg"" alt=""Stand With Ukraine"" />...",True,serhii-londar,3,5,95.0,109343098
403,skylot/jadx,https://github.com/skylot/jadx,Dex to Java decompiler,46405,5358,Java,2013-03-18,2025-12-04,2025-12-04,410,"android, decompiler, dex",Apache License 2.0,"<img src=""https://raw.githubusercontent.com/skylot/jadx/master/jadx-gui/src/main/resources/logos/jadx-logo.png"" width=""64"" align=""left"" /> ![Build status](https://img.shields.io/github/actions/workflow/status/skylot/jadx/build-artifacts.yml) ![GitHub contributors](https://img.shields.io/github/contributors/skylot/jadx)...",True,skylot,3,5,95.0,8859474
404,jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,The Free Software Media System - Server Backend & API,46303,4191,C#,2018-12-09,2025-12-06,2025-12-05,708,"csharp, dotnet, hacktoberfest",GNU General Public License v2.0,"<h1 align=""center"">Jellyfin</h1> <h3 align=""center"">The Free Software Media System</h3> ---...",True,LukePulverenti,3,5,85.0,161012019
405,brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,Curated List of React Components & Libraries.,46267,3659,未知,2016-06-24,2024-08-12,2024-06-25,33,"awesome, awesome-list, react",Creative Commons Zero v1.0 Universal,"This is a list of AWESOME components. Nope, it's NOT a comprehensive list of every React component under the sun. So, what does ""awesome"" mean? Well: - It solves a real problem...",True,bluepeter,3,5,55.0,61893399
406,jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks,46235,18627,Jupyter Notebook,2016-08-10,2024-06-26,2023-05-05,229,"jupyter-notebook, matplotlib, numpy",MIT License,[![Binder](https://mybinder.org/badge.svg)](https://mybinder.org/v2/gh/jakevdp/PythonDataScienceHandbook/master?filepath=notebooks%2FIndex.ipynb) [![Colab](https://colab.research.google.com/assets/colab-badge.svg)](https://colab.research.google.com/github/jakevdp/PythonDataScienceHandbook/blob/master/notebooks/Index.ipynb) This repository contains the entire [Python Data Science Handbook](http://s...,True,jakevdp,3,5,55.0,65388917
407,pixijs/pixijs,https://github.com/pixijs/pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",46173,4920,TypeScript,2013-01-21,2025-12-05,2025-11-20,321,"canvas, canvas2d, data-visualization",MIT License,"<p align=""center""> <a href=""https://pixijs.com"" target=""_blank"" rel=""noopener noreferrer""> <img height=""150"" src=""https://files.pixijs.download/branding/pixijs-logo-transparent-dark.svg?v=1"" alt=""PixiJS logo"">...",True,GoodBoyDigital,3,5,95.0,7741856
408,akullpp/awesome-java,https://github.com/akullpp/awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language.",46154,7590,未知,2014-07-09,2025-10-25,2025-10-18,7,"awesome, awesome-list",Other,"A curated list of awesome Java frameworks, libraries and software. - [Projects](#projects) - [Architecture](#architecture)...",True,akullpp,3,5,75.0,21648001
409,ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,Learn regex the easy way,46150,6242,未知,2017-07-22,2025-08-25,2025-08-25,63,"learn-regex, regex, regular-expression",MIT License,"<p align=""center""> <br/> <a href=""https://github.com/ziishaned/learn-regex"">...",True,ziishaned,3,5,70.0,98029592
410,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,12 Lessons to Get Started Building AI Agents,46070,15799,Jupyter Notebook,2024-11-28,2025-12-03,2025-12-03,8,"agentic-ai, agentic-framework, agentic-rag",MIT License,![Generative AI For Beginners](./images/repo-thumbnailv2.png) [![GitHub license](https://img.shields.io/github/license/microsoft/ai-agents-for-beginners.svg)](https://github.com/microsoft/ai-agents-for-beginners/blob/master/LICENSE?WT.mc_id=academic-105485-koreyst) [![GitHub contributors](https://img.shields.io/github/contributors/microsoft/ai-agents-for-beginners.svg)](https://GitHub.com/microsof...,True,leestott,3,5,95.0,895508656
411,docling-project/docling,https://github.com/docling-project/docling,Get your documents ready for gen AI,45952,3249,Python,2024-07-09,2025-12-05,2025-12-05,742,"ai, convert, document-parser",MIT License,"<p align=""center""> <a href=""https://github.com/docling-project/docling""> <img loading=""lazy"" alt=""Docling"" src=""https://github.com/docling-project/docling/raw/main/docs/assets/docling_processing.png"" width=""100%""/>...",True,dolfim-ibm,3,5,85.0,826168160
412,cloudcommunity/Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,A curated list of free courses with certifications. Also available at https://free-certifications.com/,45909,3092,未知,2020-07-31,2025-07-22,2025-07-22,62,"awesome, awesome-list, awesome-lists",MIT License,[![GitHub Repo stars](https://img.shields.io/github/stars/cloudcommunity/Free-Certifications?style=social)](https://github.com/cloudcommunity/Free-Certifications) [![Twitter Follow](https://img.shields.io/twitter/follow/FreeCerts?style=social)](https://twitter.com/FreeCerts) A curated list of **free courses with certifications**. Don't forget to star ⭐ this repository....,True,karentamrazyan,3,5,70.0,284008087
413,discourse/discourse,https://github.com/discourse/discourse,"A platform for community discussion. Free, open, simple.",45720,8738,Ruby,2013-01-12,2025-12-06,2025-12-06,116,"discourse, ember, forum",GNU General Public License v2.0,"<a href=""https://www.discourse.org/""> <img src=""images/discourse-readme-logo.png"" width=""300px""> </a>...",True,SamSaffron,3,5,95.0,7569578
414,1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么,45708,3872,未知,2017-09-21,2025-12-05,2025-12-05,1,"china, indie, indie-developer",无,聚合所有中国独立开发者的项目 - [程序员版面](./README-Programmer-Edition.md)：使用需要命令行或写代码 - [游戏版面](./README-Game.md)：都是游戏...,True,1c7,3,5,95.0,104337773
415,Homebrew/brew,https://github.com/Homebrew/brew,🍺 The missing package manager for macOS (or Linux),45704,10745,Ruby,2016-03-06,2025-12-05,2025-12-06,24,"brew, homebrew, macos","BSD 2-Clause ""Simplified"" License","[![GitHub release](https://img.shields.io/github/release/Homebrew/brew.svg)](https://github.com/Homebrew/brew/releases) [![License](https://img.shields.io/github/license/Homebrew/brew)](https://github.com/Homebrew/brew/blob/HEAD/LICENSE.txt) Features, usage and installation instructions are [summarised on the homepage](https://brew.sh). Terminology (e.g. the difference between a Cellar, Tap, Cask ...",True,MikeMcQuaid,3,5,95.0,53238813
416,Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. ",45683,10384,JavaScript,2019-12-23,2025-11-03,2025-12-06,365,"30daysofjavascript, angular, challenge",无,<!--  <strong>Learn with Asabeneh by joining the upcoming [<em>CODING BOOTCAMP</em>](https://docs.google.com/forms/d/e/1FAIpQLSf0oNIYR9XU1DCctfl-pY36KbWse-SQX5aQaUgetqSinFYnmQ/viewform) </strong> --> | # Day |                                                                       Topics                                                                        | | ----- | :-----------------------------...,True,Asabeneh,3,5,75.0,229764465
417,run-llama/llama_index,https://github.com/run-llama/llama_index,LlamaIndex is the leading framework for building LLM-powered agents over your data.,45649,6604,Python,2022-11-02,2025-12-06,2025-12-04,265,"agents, application, data",MIT License,[![PyPI - Downloads](https://img.shields.io/pypi/dm/llama-index)](https://pypi.org/project/llama-index/) [![Build](https://github.com/run-llama/llama_index/actions/workflows/build_package.yml/badge.svg)](https://github.com/run-llama/llama_index/actions/workflows/build_package.yml) [![GitHub contributors](https://img.shields.io/github/contributors/jerryjliu/llama_index)](https://github.com/jerryjli...,True,logan-markewich,3,5,95.0,560704231
418,oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,"The definitive Web UI for local AI, with powerful features and easy setup.",45548,5845,Python,2022-12-21,2025-12-05,2025-11-29,2635,,GNU Affero General Public License v3.0,"<div align=""center"" markdown=""1""> <sup>Special thanks to:</sup> <br>...",True,oobabooga,3,5,85.0,580642043
419,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,Manually curated collection of resources for frontend web developers.,45500,5148,未知,2013-06-22,2024-05-21,2018-03-22,127,"awesome, awesome-list, frontend",无,"**Manually curated collection of resources for frontend web developers.** You are viewing a browseable version, split by category in many small files. There is also a really huge file with every single resource on one page. Proceed to the [totally gigantic file](TOTALLY-GIGANTIC-FILE.md) if you are into this kind of thing. This is the current version, which receives ongoing updates. If you want th...",True,arthurvr,3,5,55.0,10865436
